ticker,pdf_file,page,stratum,decision_class,subtype,note,label_source,annotator1_class,annotator2_class,annotator1_subtype,annotator2_subtype
RL,RL-RALPH LAUREN CORP-2025.pdf,45,representative,table_dominant,disclosure_index_table,"GRI Index ruled table: Disclosure/Disclosure Title/Response, GRI 2 General Disclosures 2-1 through 2-18",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
FIGS,FIGS-FIGS INC-2022.pdf,11,representative,prose,other,"Donation totals sit on one contiguous line with their labels and the recipient lists are value-free names, leaving nothing for reading order to corrupt.",adjudicated,prose,ambiguous_or_mixed,other,other
ACI,ACI-ALBERTSONS COS INC-2023.pdf,30,representative,table_dominant,disclosure_index_table,"UN SDG mapping ruled table: Sustainable Development Goal/Efforts by Albertsons/References in Report, shaded rows per SDG",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
MELI,MELI-MERCADOLIBRE-2023.pdf,79,representative,table_dominant,data_table_ruled,"GRI index (top) + large embedded New Hires/Turnover data table by country x gender x age-band (11 cols x ~20 rows), ruled, would badly scramble if read column-major",annotator_agreement,table_dominant,table_dominant,data_table_ruled,disclosure_index_table
XOM,XOM-EXXON MOBIL CORP-2021.pdf,18,representative,prose,prose_multicol,Emergency preparedness 2-col prose dominates; line chart (no per-point labels needing pairing) and 2 self-contained highlight-stat callouts with own explanatory text,annotator_agreement,prose,prose,prose_multicol,chart_infographic
LULU,LULU-LULULEMON ATHLETICA INC-2024.pdf,29,representative,prose,prose_multicol,"Packaging and Waste 2-col prose dominates; small bar chart with generously-spaced year+% labels directly paired, low detachment risk, photo",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2022.pdf,25,representative,prose,prose_multicol,"Community Engagement 2-col prose with inline bulleted list and self-contained stat sentences, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2023.pdf,106,representative,table_dominant,disclosure_index_table,"SDG Index ruled table: SDG/Goals and Accomplishments/Aligned Target Forward Ambition/Who Is Impacted/Aligned SDG Targets, 5 cols",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
WRBY,WRBY-WARBY PARKER INC-2022.pdf,49,representative,prose,prose_multicol,"Product Quality and Safety 2-col prose with photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KSS,KSS-KOHL'S CORP-2021.pdf,13,representative,ambiguous_or_mixed,chart_infographic,"Lower half is a 14-bar energy-intensity chart whose rotated in-bar values sit apart from the CY2008-2021 axis labels, risking a run of context-free numbers.",adjudicated,ambiguous_or_mixed,prose,chart_infographic,chart_infographic
MHK,MHK-MOHAWK INDUSTRIES INC-2021.pdf,64,representative,table_dominant,disclosure_index_table,"GRI Index ruled table: Disclosure Number/Title/Response, colored section header rows (GRI 413/414/416)",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
BBY,BBY-BEST BUY CO INC-2025.pdf,19,representative,prose,prose_multicol,"Sustainable products 2-col prose dominates; gradient timeline chart with axis labels only (no per-segment pairing risk), photo",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBY,BBY-BEST BUY CO INC-2022.pdf,69,representative,prose,prose_multicol,Two-column prose dominates and the Metric/Performance list uses dot leaders that keep each metric and its value on one physical line.,adjudicated,prose,ambiguous_or_mixed,prose_multicol,other
LOW,LOW-LOWE'S COS INC-2023.pdf,43,representative,prose,prose_multicol,"Business Resilience 2-col prose (governance/continuity/GSOC/command center), photos, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
HD,HD-HOME DEPOT INC-2023.pdf,90,representative,prose,prose_multicol,"Path to Pro program 2-col prose with Did-You-Know callout box and photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TSCO,TSCO-TRACTOR SUPPLY CO-2025.pdf,29,representative,prose,prose_multicol,"4 stacked sections each with icon+heading+2 independent bullet-list columns (no row correspondence between them), column-major reading correct",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WRBY,WRBY-WARBY PARKER INC-2022.pdf,22,representative,prose,prose_multicol,"Engagement and Belonging 2-col prose with Fun Fact callout box and photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LULU,LULU-LULULEMON ATHLETICA INC-2024.pdf,28,representative,prose,prose_multicol,"Chemicals Management 3-col prose with photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,18,representative,prose,prose_multicol,"Training and Development 2-col prose (rotational leadership program, EV safety) with photos, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOVE,LOVE-LOVESAC CO (THE)-2024.pdf,15,representative,table_dominant,data_table_ruled,"Fiscal 2024 Targets Summary ruled KPI table: Target Description/Unit/FY21-24/%Change/Target/Target Year, multiple metric rows",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
FL,FL-FOOT LOCKER INC-2021.pdf,65,representative,table_dominant,disclosure_index_table,"SASB reference table: Activity Metrics/Category/Unit of Measure/Code/Data and Reference, multi-row",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
NWL,NWL-NEWELL BRANDS INC-2022.pdf,60,representative,prose,prose_multicol,"Independent third-party assurance letter, formal single-flow prose, no tables",annotator_agreement,prose,prose,prose_multicol,other
EYE,EYE-NATIONAL VISION HOLDINGS INC-2021.pdf,28,representative,prose,prose_multicol,"Vision-loss program story, photo + prose + pull-quote, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBY,BBY-BEST BUY CO INC-2021.pdf,41,representative,prose,prose_multicol,"DE&I employee spotlight 2-col prose with photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CROX,CROX-CROCS INC-2023.pdf,36,representative,table_dominant,disclosure_index_table,"SASB Reference Table ruled: Topic/Code/Accounting-Activity Metric/Category/Unit of Measure/Data-Response/Related Reference, dense multi-paragraph cells",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
AAPL,AAPL-APPLE INC-2025.pdf,10,representative,ambiguous_or_mixed,data_table_ruled,"Bar-chart card carries a genuine ruled 3-row emissions table (Gross/Offsets/Net x 2015/2020/2025) whose values would detach under column-major reading, alongside real prose.",adjudicated,ambiguous_or_mixed,prose,data_table_ruled,chart_infographic
VRA,VRA-VERA BRADLEY INC-2025.pdf,28,representative,table_dominant,disclosure_index_table,"SASB 2024 ruled table: description/Data-Response/Code, 3-col with visible vertical rules, multiple rows",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
M,M-MACY'S INC-2023.pdf,34,representative,prose,prose_multicol,Substantial two-column prose dominates and the 17 CRG badges are self-contained name-plus-caption pairs.,adjudicated,prose,ambiguous_or_mixed,prose_multicol,other
PTRN,PTRN-Pattern Group-2022.pdf,24,representative,prose,prose_multicol,"Leather Goods Hub 2-col prose (Idee Partners/Development/Production/Footwear/Innovation), no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BRLT,BRLT-BRILLIANT EARTH GP INC-2022.pdf,59,representative,table_dominant,disclosure_index_table,GRI Standard/Disclosure/Location/Omissions/SASB Code ruled table plus a second SASB Omissions Code/Metric grid below,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
HD,HD-HOME DEPOT INC-2024.pdf,7,representative,ambiguous_or_mixed,other,"Wheel diagram (8 core values as legend segments) + 8 independent self-contained value blocks (heading+bullets, no cross-block correspondence) + 3 independent charity-program boxes at bottom, no single canonical order (FIGS-2024-p11-style)",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,other,other
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,30,representative,table_dominant,data_table_ruled,"Governance and Oversight ruled table: Area of Performance/Position/Responsibility with genuine row correspondence, grouped by Social/Environmental/Governance",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
AZO,AZO-AUTOZONE INC-2023.pdf,44,representative,prose,prose_multicol,"Safety Culture/Fleet 2-col prose plus bottom awards-program prose banner, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2021.pdf,10,representative,prose,prose_multicol,"Data stewardship 2-col prose with bulleted list, photo, self-contained SecurityScorecard stat callout, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PTRN,PTRN-Pattern Group-2021.pdf,28,representative,prose,prose_multicol,"Governance 2-col prose with self-contained name:title list lines (Board members, Auditors), no cross-column detachment",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CASY,CASY-CASEYS GENERAL STORES INC-2022.pdf,17,representative,prose,prose_multicol,"Human Rights / Political Activities 2-col prose with photo and badge logos, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2022.pdf,24,representative,prose,prose_multicol,"Supplier Diversity 2-col bulleted prose with callout box and photo, no tables",annotator_agreement,prose,prose,prose_multicol,prose_multicol
SONO,SONO-SONOS INC-2024.pdf,23,representative,ambiguous_or_mixed,data_table_ruled,"Large FY24 workforce ethnic diversity ruled table occupies the left half with real row-label/value relationships, while the right half is two-column DEI prose; substantial mixed table+prose page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2023.pdf,34,representative,prose,prose_multicol,"Veterinary development page with prose column, photo, and self-contained testimonial pull-quote, no table or cross-column row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DG,DG-DOLLAR GENERAL CORP-2025.pdf,10,representative,prose,prose_multicol,"Access and Opportunities two-column prose with photo and self-contained jobs callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2021.pdf,36,representative,prose,prose_multicol,"Inclusive products/marketing two-column prose plus a dashed REACH aims callout, all text reads as independent prose with no label-value detachment risk",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AAPL,AAPL-APPLE INC-2021.pdf,47,representative,prose,prose_multicol,"Developer Academy/Entrepreneur Camp/Affordable Housing multi-column prose with a narrow stack of self-contained stat callouts, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AZO,AZO-AUTOZONE INC-2026.pdf,20,representative,table_dominant,disclosure_index_table,"SASB Index page dominated by a ruled SASB Code/Accounting Metric/SASB Data table, where column-major reading would detach codes and metrics from responses",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
BBWI,BBWI-BATH & BODY WORKS INC-2023.pdf,25,representative,prose,prose_multicol,"Education and development / IRG page of flowing multi-column prose with photo, quote, logo, and DEI highlights callout, no row-level table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2022.pdf,103,representative,table_dominant,data_table_ruled,"Partnerships page is a full-width ruled partner table with ESG pillar group labels spanning many rows, so column-major reading would detach partners from organization descriptions",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
FL,FL-FOOT LOCKER INC-2022.pdf,29,representative,prose,other,"Energy conservation page with prose and independent Scope 1/2/3 explanatory boxes, not a row-correspondence table despite the grid-like cards",annotator_agreement,prose,prose,other,prose_multicol
VSXY,VSXY-Victorias Secret-2022.pdf,49,representative,prose,prose_multicol,"Store redesign page with two prose columns, a self-contained mannequin recycling callout, and photos; no label-value table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
EBAY,EBAY-eBay-2023-Report.pdf,35,representative,prose,prose_multicol,"Supplier conduct, taxation, and government relations page with ordinary two-column prose and bullet list, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KSS,KSS-KOHL'S-2023.pdf,13,representative,prose,prose_multicol,"DEI introduction plus awards-and-recognition list with logos and self-contained award descriptions, no cross-column row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GIII,GII-G-III APPAREL GROUP LTD-2025.pdf,19,representative,prose,prose_multicol,"Environment page with two prose columns and a same-column initiatives list of percentages and descriptions, no table-style detachment across columns",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2021.pdf,15,representative,prose,prose_multicol,"DEI page with two prose columns and self-contained stat callouts beside an image, no dominant row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MUSA,MUSA-MURPHY USA INC-2024.pdf,28,representative,table_dominant,disclosure_index_table,"SASB waste and storage-tank response page uses left metric labels/codes mapped to right-side narrative and year data, so column-major reading would detach metric labels from responses",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
AAPL,AAPL-APPLE INC-2025.pdf,36,representative,prose,prose_multicol,"Environmental initiatives page with photo and two independent prose columns, no tables or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,18,representative,prose,prose_multicol,"Sustainable packaging page of flowing prose with self-contained goal and stat callouts, no row-level table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,76,representative,prose,other,"Brand-specific sustainable collections page is a set of independent product-description blocks with images, not a shared-row table; column-major reading does not detach labels from values",annotator_agreement,prose,prose,other,prose_multicol
CVS,CVS-CVS HEALTH CORP-2023.pdf,29,representative,prose,prose_multicol,"Maternal health disparities page with prose and bullet investments plus a self-contained 40K+ banner, no table correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,58,representative,prose,prose_multicol,"Intro prose explicitly enumerates five service areas and each card is a self-contained heading plus paragraph, so nothing detaches.",adjudicated,ambiguous_or_mixed,prose,other,prose_multicol
SONO,SONO-SONOS INC-2024.pdf,24,representative,prose,prose_multicol,"DEI transparency and ERG page with prose columns and a single-column ERG name list, no cross-column label-value table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DKS,DKS-DICKS SPORTING GOODS INC-2021.pdf,48,representative,prose,other,Grouped attribute bullet lists and captioned certification logos are independent columns with no row correspondence to lose.,adjudicated,prose,ambiguous_or_mixed,other,stat_card_grid
BIRD,BIRD-ALLBIRDS INC-2022.pdf,5,representative,prose,prose_multicol,"Flight Status page of ordinary two-column prose under a large heading, no tables or structured label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ORLY,ORLY-O'REILLY AUTOMOTIVE INC-2024.pdf,31,representative,prose,prose_multicol,Photo-led community spread of independent prose stories; the donation total is a contiguous subtitle with no grid structure anywhere on the page.,adjudicated,prose,ambiguous_or_mixed,prose_multicol,other
MHK,MHK-MOHAWK INDUSTRIES INC-2023.pdf,63,representative,prose,chart_infographic,"Global impact page mixes prose, a donut chart legend, and self-contained stat callouts; chart labels are contiguous and no table rows dominate",annotator_agreement,prose,prose,chart_infographic,prose_multicol
AZO,AZO-AUTOZONE INC-2022.pdf,28,representative,prose,prose_multicol,"Key Initiatives page with two prose columns and a large vendor callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PTRN,PTRN-Pattern Group-2021.pdf,35,representative,table_dominant,data_table_ruled,"KPI and SDG page is dominated by ruled goal/strategy tables with KPI labels mapped to strategy text, so column-major reading would detach row labels from values",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
GES,GES-GUESS-2025.pdf,70,representative,table_dominant,disclosure_index_table,"GRI material topics spread uses Disclosure/Our Response rows across both pages, making row-level GRI labels and response text the dominant structure",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
AZO,AZO-AUTOZONE INC-2022.pdf,8,representative,prose,prose_multicol,"Our Culture page with hero photo and two prose columns, no table or grid relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GES,GES-GUESS-2023-2022.pdf,99,representative,table_dominant,disclosure_index_table,"GRI Index continued page is a ruled disclosure table with disclosure numbers, titles, coverage marks, and locations linked by row",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
WMT,WMT-WALMART INC-2022.pdf,5,representative,prose,prose_multicol,"Forward-looking statements page with two prose columns and a simple reporting-resources callout, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LZB,LZB-LA-Z-BOY INC-2023.pdf,41,representative,prose,prose_multicol,"Employee growth and awards page with flowing prose, a badge, and a self-contained quote/callout, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBY,BBY-BEST BUY CO INC-2022.pdf,21,representative,prose,prose_multicol,"Sustainable packaging page with prose sections and a photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AZO,AZO-AUTOZONE INC-2024.pdf,3,representative,prose,prose_multicol,"CEO letter page with portrait and two prose columns, no tables or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
SGC,SGC-SUPERIOR GROUP OF COS INC-2022.pdf,20,representative,ambiguous_or_mixed,chart_infographic,"Employee-tenure chart pairs four category labels with values across the bar and the headcount chart separates figures from their years, giving seven detachable pairs beside real prose.",adjudicated,prose,ambiguous_or_mixed,chart_infographic,chart_infographic
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,61,representative,prose,stat_card_grid,"The 2x2 volunteering grid keeps each number contiguous with its own label, so column-major reading preserves every pair.",adjudicated,prose,ambiguous_or_mixed,stat_card_grid,stat_card_grid
WWW,WWW-WOLVERINE WORLD WIDE-2024.pdf,51,representative,prose,prose_multicol,"Cybersecurity and data privacy page with two prose columns beside a photo, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2022.pdf,36,representative,prose,prose_multicol,"Water management page with photo, prose, and self-contained goal/recognition callouts, no row-correspondence table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ABG,ABG-ASBURY AUTOMOTIVE GROUP INC-2022.pdf,17,representative,prose,other,"Community engagement spread has prose, bullets, photos, and four independent Asbury Cares icon boxes; no table-style label-value detachment",annotator_agreement,prose,prose,other,prose_multicol
NKE,NKE-NIKE INC -CL B-2023.pdf,162,representative,table_dominant,data_table_ruled,"Data Tables page is dominated by electricity and Scope 2 emissions tables by area and fiscal year, so column-major reading would detach row labels from year values",annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
KSS,KSS-KOHL'S CORP-2021.pdf,65,representative,prose,prose_multicol,"Conflict minerals and supply-chain policy page with two prose columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2025.pdf,57,representative,table_dominant,disclosure_index_table,"TCFD Index page is a ruled disclosure table mapping governance/strategy prompts to referenced responses, so column-major order would detach rows",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
DECK,DECK-DECKERS OUTDOOR CORP-2023.pdf,173,representative,table_dominant,disclosure_index_table,"GRI Content Index continued page is dominated by disclosure-number/title/notes/location rows, making it a row-linked disclosure table",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LOVE,LOVE-LOVESAC CO (THE)-2021.pdf,14,representative,prose,prose_multicol,"Sustainability narrative page with sidebar callout and navigation, main body prose and image, no table-like row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2022.pdf,95,representative,prose,prose_multicol,"Anti-corruption page with two-column prose and a short bullet list, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
M,M-MACY'S INC-2022.pdf,22,representative,prose,prose_multicol,"Responsible sourcing page with large heading, prose columns, and photo, no row-level table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VVV,VVV-VALVOLINE INC-2023.pdf,38,representative,table_dominant,disclosure_index_table,ESG Reporting/GRI Content Index page is a multi-column ruled disclosure table linking topic rows to descriptions and locations,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
VZ,VZ-VERIZON COMMUNICATIONS INC-2024.pdf,4,representative,prose,chart_infographic,"The four-pillar cycle diagram stacks heading-plus-paragraph blocks in a single column and the right side is plain prose, so nothing detaches under column-major reading.",adjudicated,prose,ambiguous_or_mixed,chart_infographic,other
OXM,OXM-OXFORD INDUSTRIES INC-2021.pdf,19,representative,prose,prose_multicol,"Human rights page with prose columns and a same-panel conduct bullet list, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2024.pdf,78,representative,prose,prose_multicol,"Safe Harbor Statement page is dense three-column legal prose, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
W,W-WAYFAIR INC-2021.pdf,5,representative,prose,chart_infographic,"Governance org-chart boxes each hold a heading plus a self-contained paragraph with no label-value pairs, beside a genuine prose column and a pull quote.",adjudicated,prose,ambiguous_or_mixed,chart_infographic,other
LOVE,LOVE-LOVESAC CO (THE)-2025.pdf,44,representative,prose,prose_multicol,"Code of Business Conduct and Ethics page with three prose/list columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LAD,LAD-LITHIA MOTORS INC -CL A-2021.pdf,13,representative,prose,other,"Greening Our Communities spread has three independent community story blocks with images plus a large photo, not a shared-row table",annotator_agreement,prose,prose,other,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2024.pdf,42,representative,prose,prose_multicol,"Compensation and benefits page with prose, photos, and self-contained callouts, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2022.pdf,63,representative,prose,prose_multicol,"Materials/sustainable design page with prose, bullet goals, a sidebar story, and images, no row-linked data table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2021.pdf,71,representative,prose,prose_multicol,"Disaster relief page with prose blocks, photo, quote, and self-contained stat callouts, no table correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
JWN,JWN-NORSTROM-2023.pdf,29,representative,prose,prose_multicol,"Investing in key cities page is three-column prose with quotes and a photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,21,representative,ambiguous_or_mixed,data_table_ruled,"Global workforce page has substantial employee headcount/gender tables alongside donut charts and prose, making it a mixed table+chart+prose page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
PVH,PVH-PVH CORP-2023.pdf,69,representative,table_dominant,disclosure_index_table,UN Guiding Principles framework page is dominated by side-by-side disclosure tables mapping principle prompts to PVH responses and links,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LULU,LULU-LULULEMON ATHLETICA INC-2021.pdf,56,representative,prose,prose_multicol,"Packaging and waste page is mostly prose and image with only a small embedded packaging-baseline table, so the table is minor rather than dominant",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2023.pdf,43,representative,prose,prose_multicol,"Water management page with prose columns, photo, and self-contained water-intensity callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DLTR,DLTR-DOLLAR TREE INC-2024.pdf,32,representative,prose,prose_multicol,"Our Planet page with prose, image, bullet list, and a climate-target callout, no table row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
NKE,NKE-NIKE INC -CL B-2022.pdf,103,representative,prose,prose_multicol,"Polyester page with three prose columns and an image, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
SGC,SGC-SUPERIOR GROUP OF COS INC-2024.pdf,19,representative,prose,prose_multicol,"Responsible sourcing page with photo, prose columns, and a cotton supply-chain callout, no table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VZ,VZ-VERIZON COMMUNICATIONS INC-2024.pdf,16,representative,prose,prose_multicol,"Natural resources and waste page is dense multi-column prose, no table or grid of row-linked values",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2022.pdf,27,representative,ambiguous_or_mixed,data_table_ruled,"Biodiversity page has real prose plus a substantial partner/program table on the right, so the table is meaningful but not the whole page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
CURV,CURV-TORRID HOLDINGS-2022.pdf,32,representative,prose,prose_multicol,"About This Report page with three prose/bullet columns on methodology and boundaries, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WMT,WMT-WALMART INC-2021.pdf,24,representative,ambiguous_or_mixed,data_table_ruled,"Circular economy page combines prose and photo with a full-width goal/metric/progress table at the bottom, making it a substantial mixed table+prose page",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
ACI,ACI-ALBERTSONS COS INC-2025.pdf,17,representative,ambiguous_or_mixed,data_table_ruled,Ruled Carbon Footprint table (4 scope rows x 2019/2024) with eight scrambleable figures sits inside otherwise genuine three-column prose.,adjudicated,prose,ambiguous_or_mixed,chart_infographic,data_table_ruled
KSS,KSS-KOHL'S-2023.pdf,59,representative,prose,prose_multicol,"Social Responsibility Committee page with three prose columns and a bottom callout, no row-level table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WMT,WMT-WALMART INC-2025.pdf,99,representative,prose,chart_infographic,"Public policy page with prose columns, challenges bullets, photo, and a self-contained donation donut chart, no row-structured table",annotator_agreement,prose,prose,chart_infographic,chart_infographic
AAPL,AAPL-APPLE INC-2023.pdf,58,representative,prose,prose_multicol,"Smarter chemistry approach page with multi-column prose and a vertical strategy icon list, no row-label/value table structure",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ACI,ACI-ALBERTSONS COS INC-2024.pdf,18,representative,prose,prose_multicol,"Waste reduction page with prose columns, photo, and an independent product-highlights sidebar, no cross-column table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KR,KR-KROGER CO-2024.pdf,60,representative,prose,prose_multicol,"Responsible supply chain page with multi-column prose and a policy-link callout box, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LEVI,LEVI-LEVI STRAUSS & CO-2022.pdf,3,representative,prose,prose_multicol,"CEO letter page with three prose columns, portrait, and signature block, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2024.pdf,44,representative,prose,prose_multicol,"Inclusive experiences/community page with dense prose columns and a vertical stack of self-contained ITT cards, no shared row labels or table correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2021.pdf,91,representative,table_dominant,disclosure_index_table,"SASB index page is dominated by a ruled Topic/Metric/Category/Code/Data/Reference table, where column-major reading would detach rows",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
KR,KR-KROGER CO-2022.pdf,21,representative,prose,prose_multicol,"Food access page with three prose columns and a large image, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ABG,ABG-ASBURY AUTOMOTIVE GROUP INC-2021.pdf,49,representative,table_dominant,disclosure_index_table,GRI disclosure page is a ruled Section/GRI Disclosure/Location table with row labels and responses linked across columns,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LOVE,LOVE-LOVESAC CO (THE)-2024.pdf,52,representative,prose,prose_multicol,"Scope and forward-looking statements appendix page with prose blocks and a photo, no table or grid relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
W,W-WAYFAIR INC-2021.pdf,10,representative,prose,prose_multicol,"DEI and talent development page with prose columns, story card, portrait, and quote, no table row correspondence",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CRI,CRI-CARTER'S INC-2024.pdf,19,representative,prose,prose_multicol,"Sustainable apparel page with photo, prose sections, and same-column bullet lists, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
