report_label,ticker,year,heading,canonical_section_code,calibration_decision,notes,source_review_flag,source_line
CROX 2023,CROX,2023,Building New Impact Partnerships,community,use_for_splitter,matched calibrated ESG heading pattern,,276
CROX 2023,CROX,2023,Supporting Relief Efforts,community,use_for_splitter,matched calibrated ESG heading pattern,,279
CROX 2023,CROX,2023,Extending Our Impact through Our Value Chain,,manual_review,not matched to canonical ESG code; review before adding pattern,,280
CROX 2023,CROX,2023,Representation Matters,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,284
CROX 2023,CROX,2023,Back to Basics,,manual_review,not matched to canonical ESG code; review before adding pattern,,287
CROX 2023,CROX,2023,Inclusivity in Action,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,288
CROX 2023,CROX,2023,Setting Supply Chain Standards,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,289
CROX 2023,CROX,2023,Strengthening Oversight Mechanisms,governance,use_for_splitter,matched calibrated ESG heading pattern,,292
CROX 2023,CROX,2023,Policy Expansion,,manual_review,not matched to canonical ESG code; review before adding pattern,,294
CROX 2023,CROX,2023,Taskforce Assembled,,manual_review,not matched to canonical ESG code; review before adding pattern,,295
CROX 2023,CROX,2023,Spheres of Influence,,manual_review,not matched to canonical ESG code; review before adding pattern,,296
CROX 2023,CROX,2023,Responsibility,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,297
CROX 2023,CROX,2023,Systematizing Continuous Improvement,,manual_review,not matched to canonical ESG code; review before adding pattern,,298
CROX 2023,CROX,2023,Tackling Industry-Wide Supplier Performance Management Through Collaboration,,manual_review,not matched to canonical ESG code; review before adding pattern,,301
CROX 2023,CROX,2023,Auditing Our Supply Chain for Compliance,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,303
CROX 2023,CROX,2023,Strengthening Our Systems,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,304
CROX 2023,CROX,2023,Expanding Our Disclosures,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,305
CROX 2023,CROX,2023,Managing Ourselves and Our Risks,,manual_review,not matched to canonical ESG code; review before adding pattern,,306
CROX 2023,CROX,2023,Ethics and Oversight,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,309
CROX 2023,CROX,2023,Risk Management,governance,use_for_splitter,matched calibrated ESG heading pattern,,310
CROX 2023,CROX,2023,Policies,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,311
CROX 2023,CROX,2023,Key Metrics,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,312
CROX 2023,CROX,2023,People,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,313
CROX 2023,CROX,2023,Materials,environmental,use_for_splitter,matched calibrated ESG heading pattern,,314
CROX 2023,CROX,2023,Greenhouse Gas (GHG) Emissions,emissions,use_for_splitter,matched calibrated ESG heading pattern,,315
CROX 2023,CROX,2023,Wastewater,water,use_for_splitter,matched calibrated ESG heading pattern,,317
CROX 2023,CROX,2023,ESG Frameworks,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,318
CROX 2023,CROX,2023,SASB Reference Table,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,319
CROX 2023,CROX,2023,TCFD Guidance on Climate-Related Risk Management & Integration,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,320
CROX 2023,CROX,2023,TCFD Guidance,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,323
CROX 2023,CROX,2023,United Nations Sustainable Development Goals (SDGs),,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,324
CROX 2025,CROX,2025,A Message from Our Chief Sustainability & Compliance Officer,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,327
CROX 2025,CROX,2025,A Year In Review,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,330
CROX 2025,CROX,2025,Progress on Purpose,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,331
CROX 2025,CROX,2025,Connected Employee Experience,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,332
CROX 2025,CROX,2025,Leveraging Employee Input,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,334
CROX 2025,CROX,2025,Personalized Growth,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,335
CROX 2025,CROX,2025,Shared Safety Models,,manual_review,not matched to canonical ESG code; review before adding pattern,,336
CROX 2025,CROX,2025,Creating Catalysts for Change,,manual_review,not matched to canonical ESG code; review before adding pattern,,337
CROX 2025,CROX,2025,Supporting Mentorship at Scale,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,339
CROX 2025,CROX,2025,Let’s Talk Purpose,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,340
CROX 2025,CROX,2025,Opportunity Village,community,use_for_splitter,matched calibrated ESG heading pattern,,341
CROX 2025,CROX,2025,Connecting People with Opportunity,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,342
CROX 2025,CROX,2025,Culture-Forward Campaigns,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,344
CROX 2025,CROX,2025,Honoring Native Origins,community,use_for_splitter,matched calibrated ESG heading pattern,,347
CROX 2025,CROX,2025,Compliance and Continuous Improvement,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,348
CROX 2025,CROX,2025,Operationalizing Purpose,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,351
CROX 2025,CROX,2025,Factory Compliance,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,353
CROX 2025,CROX,2025,Environmental Sustainability Performance Scorecard,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,354
CROX 2025,CROX,2025,Making Mindful Material Choices,environmental,use_for_splitter,matched calibrated ESG heading pattern,,357
CROX 2025,CROX,2025,Resource Extraction & Raw Material Sourcing,environmental,use_for_splitter,matched calibrated ESG heading pattern,,359
CROX 2025,CROX,2025,Enterprise Raw Materials,environmental,use_for_splitter,matched calibrated ESG heading pattern,,361
CROX 2025,CROX,2025,"Out With the Old, In With the New",,manual_review,not matched to canonical ESG code; review before adding pattern,,363
CROX 2025,CROX,2025,Collaborating for Systemic Change,,manual_review,not matched to canonical ESG code; review before adding pattern,,365
CROX 2025,CROX,2025,Breaking Down Our Footprint,,manual_review,not matched to canonical ESG code; review before adding pattern,,366
CROX 2025,CROX,2025,Moving Smarter,,manual_review,not matched to canonical ESG code; review before adding pattern,,369
CROX 2025,CROX,2025,Key Metrics,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,370
CROX 2025,CROX,2025,People,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,373
CROX 2025,CROX,2025,Product Materials,environmental,use_for_splitter,matched calibrated ESG heading pattern,,374
CROX 2025,CROX,2025,Packaging Materials,waste,use_for_splitter,matched calibrated ESG heading pattern,,375
CROX 2025,CROX,2025,Greenhouse Gas (GHG) Emissions,emissions,use_for_splitter,matched calibrated ESG heading pattern,,376
CROX 2025,CROX,2025,Wastewater,water,use_for_splitter,matched calibrated ESG heading pattern,,379
CROX 2025,CROX,2025,Waste,waste,use_for_splitter,matched calibrated ESG heading pattern,,380
CROX 2025,CROX,2025,ESG Frameworks,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,381
CROX 2025,CROX,2025,SASB Reference Table,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,384
CROX 2025,CROX,2025,TCFD Guidance on Climate-Related Risk Management & Integration,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,385
CROX 2025,CROX,2025,United Nations Sustainable Development Goals (SDGs) ETSY 2021 (FORM 10-k) ETSY 2024 (FORM 10-k),,wrong_document_type_review,looks like SEC/10-K or non-ESG document marker,,388
CROX 2025,CROX,2025,"Etsy, Inc. Climate Index",appendix,use_for_splitter,matched calibrated ESG heading pattern,,392
CROX 2025,CROX,2025,Taskforce on Climate-Related Financial Disclosures (TCFD),about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,393
CROX 2025,CROX,2025,Governance,governance,use_for_splitter,matched calibrated ESG heading pattern,,394
CROX 2025,CROX,2025,Board of Directors oversight of climate-related risks & opportunities,climate,use_for_splitter,matched calibrated ESG heading pattern,,395
CROX 2025,CROX,2025,Management’s role in assessing and managing climate-related risks and opportunities,,manual_review,not matched to canonical ESG code; review before adding pattern,,397
CROX 2025,CROX,2025,Strategy,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,398
CROX 2025,CROX,2025,Climate-related risks and opportunities identified & impact on strategy,climate,use_for_splitter,matched calibrated ESG heading pattern,,399
CROX 2025,CROX,2025,Identified Climate Opportunities & Management Response,climate,use_for_splitter,matched calibrated ESG heading pattern,,400
CROX 2025,CROX,2025,Resilience of strategy across different climate-related scenarios,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,401
CROX 2025,CROX,2025,Risk Management,governance,use_for_splitter,matched calibrated ESG heading pattern,,402
CROX 2025,CROX,2025,Processes for identifying and assessing climate-related risks,climate,use_for_splitter,matched calibrated ESG heading pattern,,403
CROX 2025,CROX,2025,Processes for managing climate-related risks,climate,use_for_splitter,matched calibrated ESG heading pattern,,404
CROX 2025,CROX,2025,Processes for integrating climate-related risks into the overall risk management,climate,use_for_splitter,matched calibrated ESG heading pattern,,405
CROX 2025,CROX,2025,Metrics and Targets,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,406
CROX 2025,CROX,2025,Metrics used to assess climate-related risks and opportunities in line with strategy and risk management process,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,407
CROX 2025,CROX,2025,"Scope 1, Scope 2, and Scope 3 GHG emissions, and the related risks",emissions,use_for_splitter,matched calibrated ESG heading pattern,,408
CROX 2025,CROX,2025,Targets used to manage climate-related risks and opportunities and performance,,manual_review,not matched to canonical ESG code; review before adding pattern,,409
CROX 2025,CROX,2025,Taskforce for Climate Action Transparency (TCAT),climate,use_for_splitter,matched calibrated ESG heading pattern,,410
CROX 2025,CROX,2025,Target Commitment Report,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,411
CROX 2025,CROX,2025,Base Year Emissions Report (2020),,manual_review,not matched to canonical ESG code; review before adding pattern,,412
CROX 2025,CROX,2025,Emissions Reduction Target Accounting Report: Scope 1 & 2 (2021-2025),,manual_review,not matched to canonical ESG code; review before adding pattern,,413
CROX 2025,CROX,2025,Emissions Reduction Target Accounting Report: Scope 3 (2021-2025),,manual_review,not matched to canonical ESG code; review before adding pattern,,414
CROX 2025,CROX,2025,Mitigation Action Report (2025),data_summary,use_for_splitter,matched calibrated ESG heading pattern,,415
CROX 2025,CROX,2025,Renewable Electricity Certificate Retirement Table (2025),energy,use_for_splitter,matched calibrated ESG heading pattern,,416
CROX 2025,CROX,2025,Voluntary Carbon Market Disclosure,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,417
CROX 2025,CROX,2025,[2025] Etsy’s Voluntary Carbon Market Disclosure Act (AB 1305),data_summary,use_for_splitter,matched calibrated ESG heading pattern,,418
CROX 2025,CROX,2025,"Statements Regarding Etsy’s Net Zero Goals, Emissions Reductions and Similar",,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,419
CROX 2025,CROX,2025,"Statements Relating to Carbon Offsets, Carbon Credits, and Similar",,manual_review,not matched to canonical ESG code; review before adding pattern,,420
CROX 2025,CROX,2025,SASB Disclosure,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,421
CROX 2025,CROX,2025,SASB Metrics,data_summary,use_for_splitter,matched calibrated ESG heading pattern,,422
CROX 2025,CROX,2025,Hardware Infrastructure Energy & Water Management,energy,use_for_splitter,matched calibrated ESG heading pattern,,423
CROX 2025,CROX,2025,Data Privacy and Advertising Standards,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,424
CROX 2025,CROX,2025,Data Security,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,425
CROX 2025,CROX,2025,"Employee Recruitment, Inclusion and Performance",diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,426
CROX 2025,CROX,2025,Product Packaging and Distribution,waste,use_for_splitter,matched calibrated ESG heading pattern,,427
CROX 2025,CROX,2025,Note Regarding Forward-Looking Statements,,manual_review,not matched to canonical ESG code; review before adding pattern,,428
GAP 2021,GAP,2021,THE BIG PICTURE,,manual_review,not matched to canonical ESG code; review before adding pattern,,430
GAP 2021,GAP,2021,ABOUT GAP INC.,,manual_review,not matched to canonical ESG code; review before adding pattern,,431
GAP 2021,GAP,2021,ABOUT THIS REPORT,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,432
GAP 2021,GAP,2021,"OUR COMMITMENT TO ENVIRONMENT, SOCIAL, AND GOVERNANCE (ESG)",environmental,use_for_splitter,matched calibrated ESG heading pattern,,433
GAP 2021,GAP,2021,2021 HIGHLIGHTS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,436
GAP 2021,GAP,2021,OUR APPROACH,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,437
GAP 2021,GAP,2021,OUR PURPOSE- LED BRANDS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,438
GAP 2021,GAP,2021,EMPOWERING WOMEN,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,442
GAP 2021,GAP,2021,ENABLING OPPORTUNITY,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,443
GAP 2021,GAP,2021,ENRICHING COMMUNITIES,community,use_for_splitter,matched calibrated ESG heading pattern,,444
GAP 2021,GAP,2021,GOALS AND PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,451
GAP 2021,GAP,2021,EMPOWERING WOMEN & HUMAN RIGHTS,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,452
GAP 2021,GAP,2021,GAP INC. P.A.C.E.,,manual_review,not matched to canonical ESG code; review before adding pattern,,455
GAP 2021,GAP,2021,GOAL ACHIEVED,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,456
GAP 2021,GAP,2021,P.A.C.E. SKILLS IN ACTION,,manual_review,not matched to canonical ESG code; review before adding pattern,,458
GAP 2021,GAP,2021,2021 P.A.C.E. PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,460
GAP 2021,GAP,2021,EMPOWER WORK COLLABORATIVE,,manual_review,not matched to canonical ESG code; review before adding pattern,contains_ocr_note,461
GAP 2021,GAP,2021,HUMAN RIGHTS AND SOCIAL DIALOGUE,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,462
GAP 2021,GAP,2021,OUR KEY HUMAN RIGHTS ISSUES,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,465
GAP 2021,GAP,2021,ASSESSMENT AND REMEDIATION,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,466
GAP 2021,GAP,2021,SOCIAL & LABOR CONVERGENCE PROGRAM (SLCP),social,use_for_splitter,matched calibrated ESG heading pattern,,467
GAP 2021,GAP,2021,CAPABILITY BUILDING,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,470
GAP 2021,GAP,2021,WORKFORCE ENGAGEMENT PROGRAM (WEP): A DIGITAL TOOL FOR CAPABILITY BUILDING,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,471
GAP 2021,GAP,2021,Workplace Cooperation Program (WCP),human_capital,use_for_splitter,matched calibrated ESG heading pattern,,474
GAP 2021,GAP,2021,Supervisory Skills Training (SST),human_capital,use_for_splitter,matched calibrated ESG heading pattern,,475
GAP 2021,GAP,2021,Gender-Based Violence (GBV) Prevention and Response,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,476
GAP 2021,GAP,2021,Digital Wage Payments,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,478
GAP 2021,GAP,2021,HELPING KEEP OUR SUPPLY CHAIN SAFE DURING COVID-19,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,479
GAP 2021,GAP,2021,COVID-19 RESILIENCE FUND FOR WOMEN,,manual_review,not matched to canonical ESG code; review before adding pattern,,482
GAP 2021,GAP,2021,Gap Inc. prioritizes fostering a culture of equality and belonging and developing sustainable economies.,,manual_review,not matched to canonical ESG code; review before adding pattern,,485
GAP 2021,GAP,2021,THIS WAY ONWARD,community,use_for_splitter,matched calibrated ESG heading pattern,,488
GAP 2021,GAP,2021,THIS WAY ONWARD TEACHES RICHARD GREENE ABOUT THE POWER OF RELATIONSHIPS,,manual_review,not matched to canonical ESG code; review before adding pattern,,489
GAP 2021,GAP,2021,PROGRAM SPOTLIGHT,,manual_review,not matched to canonical ESG code; review before adding pattern,,492
GAP 2021,GAP,2021,TALENT DEVELOPMENT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,493
GAP 2021,GAP,2021,2021 PROGRESS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,495
GAP 2021,GAP,2021,OPPORTUNITY HIRING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,496
GAP 2021,GAP,2021,AWARDS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,497
GAP 2021,GAP,2021,TENT PARTNERSHIP FOR REFUGEES,community,use_for_splitter,matched calibrated ESG heading pattern,,498
GAP 2021,GAP,2021,SECOND CHANCE BUSINESS COALITION,,manual_review,not matched to canonical ESG code; review before adding pattern,,500
GAP 2021,GAP,2021,STARS,,manual_review,not matched to canonical ESG code; review before adding pattern,,502
GAP 2021,GAP,2021,EQUALITY & BELONGING,diversity_equity_inclusion,use_for_splitter,matched calibrated ESG heading pattern,,503
GAP 2021,GAP,2021,OUR EMPLOYEES,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,505
GAP 2021,GAP,2021,OUR CUSTOMERS,,manual_review,not matched to canonical ESG code; review before adding pattern,,506
GAP 2021,GAP,2021,OUR COMMUNITIES,community,use_for_splitter,matched calibrated ESG heading pattern,,507
GAP 2021,GAP,2021,EMPLOYEES AND COMMUNITY IMPACT,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,508
GAP 2021,GAP,2021,DISASTER RELIEF,community,use_for_splitter,matched calibrated ESG heading pattern,,511
GAP 2021,GAP,2021,WATER STEWARDSHIP,water,use_for_splitter,matched calibrated ESG heading pattern,,514
GAP 2021,GAP,2021,PARTNERSHIPS FOR ADVOCACY AND INDUSTRY CHANGE,,manual_review,not matched to canonical ESG code; review before adding pattern,,516
GAP 2021,GAP,2021,WOMAN + WATER,water,use_for_splitter,matched calibrated ESG heading pattern,contains_ocr_note,519
GAP 2021,GAP,2021,HIGHLIGHTS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,520
GAP 2021,GAP,2021,GOAL BY 2023,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,521
GAP 2021,GAP,2021,PROGRESS IN 2021,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,522
GAP 2021,GAP,2021,RESOURCE EFFICIENCY AND MANUFACTURING,environmental,use_for_splitter,matched calibrated ESG heading pattern,,523
GAP 2021,GAP,2021,RAW MATERIALS AND PRODUCT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,527
GAP 2021,GAP,2021,WATER SAVINGS PROGRAMS IN KEY SOURCING COUNTRIES,water,use_for_splitter,matched calibrated ESG heading pattern,,528
GAP 2021,GAP,2021,CHEMICALS MANAGEMENT,environmental,use_for_splitter,matched calibrated ESG heading pattern,,529
GAP 2021,GAP,2021,Supply Chain,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,532
GAP 2021,GAP,2021,Chemicals and Circularity,waste,use_for_splitter,matched calibrated ESG heading pattern,,533
GAP 2021,GAP,2021,Elimination of PFC-Based Finishes,,manual_review,not matched to canonical ESG code; review before adding pattern,,534
GAP 2021,GAP,2021,HOW WE MANAGE CHEMICALS,,manual_review,not matched to canonical ESG code; review before adding pattern,,535
GAP 2021,GAP,2021,CLIMATE STEWARDSHIP,climate,use_for_splitter,matched calibrated ESG heading pattern,,536
GAP 2021,GAP,2021,GOALS BY 2030,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,538
GAP 2021,GAP,2021,GOAL BY 2050,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,540
GAP 2021,GAP,2021,ATHLETA: POWERED BY RENEWABLES,energy,use_for_splitter,matched calibrated ESG heading pattern,,541
GAP 2021,GAP,2021,Addressing Emissions: Scope 1 and 2,emissions,use_for_splitter,matched calibrated ESG heading pattern,,543
GAP 2021,GAP,2021,Addressing Emissions: Scope 3,emissions,use_for_splitter,matched calibrated ESG heading pattern,,544
GAP 2021,GAP,2021,TASK FORCE ON CLIMATE-RELATED FINANCIAL DISCLOSURES (TCFD),about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,545
GAP 2021,GAP,2021,OUR EXTERNAL COMMITMENTS,governance,use_for_splitter,matched calibrated ESG heading pattern,,549
GAP 2021,GAP,2021,PROTECTING BIODIVERSITY,environmental,use_for_splitter,matched calibrated ESG heading pattern,,554
GAP 2021,GAP,2021,PREFERRED FIBERS STRATEGY,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,555
GAP 2021,GAP,2021,Natural Fibers,environmental,use_for_splitter,matched calibrated ESG heading pattern,,557
GAP 2021,GAP,2021,GOALS BY 2025,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,558
GAP 2021,GAP,2021,Synthetics,environmental,use_for_splitter,matched calibrated ESG heading pattern,,560
GAP 2021,GAP,2021,Manufactured Cellulosics,environmental,use_for_splitter,matched calibrated ESG heading pattern,,561
GAP 2021,GAP,2021,CIRCULARITY AND WASTE,waste,use_for_splitter,matched calibrated ESG heading pattern,,562
GAP 2021,GAP,2021,Design for Circularity,waste,use_for_splitter,matched calibrated ESG heading pattern,,564
GAP 2021,GAP,2021,Materials and Manufacturing,environmental,use_for_splitter,matched calibrated ESG heading pattern,,565
GAP 2021,GAP,2021,Advanced Resource Recovery,environmental,use_for_splitter,matched calibrated ESG heading pattern,,566
GAP 2021,GAP,2021,Circular Business Models,environmental,use_for_splitter,matched calibrated ESG heading pattern,,567
GAP 2021,GAP,2021,PACKAGING WASTE AND SINGLE-USE PLASTICS,waste,use_for_splitter,matched calibrated ESG heading pattern,,568
GAP 2021,GAP,2021,GOVERNANCE,governance,use_for_splitter,matched calibrated ESG heading pattern,,570
GAP 2021,GAP,2021,ESG OVERSIGHT,governance,use_for_splitter,matched calibrated ESG heading pattern,,571
GAP 2021,GAP,2021,INTEGRATING ESG INTO OUR CORPORATE STRATEGY,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,572
GAP 2021,GAP,2021,OUR OVERSIGHT STRUCTURE,governance,use_for_splitter,matched calibrated ESG heading pattern,,574
GAP 2021,GAP,2021,MANAGEMENT APPROACH,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,575
GAP 2021,GAP,2021,Risk Management,governance,use_for_splitter,matched calibrated ESG heading pattern,,576
GAP 2021,GAP,2021,RESPONSIBLE BUSINESS PRACTICES,governance,use_for_splitter,matched calibrated ESG heading pattern,,577
GAP 2021,GAP,2021,CODE OF BUSINESS CONDUCT (COBC),,manual_review,not matched to canonical ESG code; review before adding pattern,,580
GAP 2021,GAP,2021,EMPLOYEE TRAINING,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,582
GAP 2021,GAP,2021,ENABLING EMPLOYEES TO SPEAK UP,human_capital,use_for_splitter,matched calibrated ESG heading pattern,,583
GAP 2021,GAP,2021,ANTI-CORRUPTION AND ANTI-BRIBERY,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,585
GAP 2021,GAP,2021,CODE OF VENDOR CONDUCT (COVC),supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,587
GAP 2021,GAP,2021,DATA PRIVACY,ethics_compliance,use_for_splitter,matched calibrated ESG heading pattern,,588
GAP 2021,GAP,2021,STAKEHOLDER ENGAGEMENT,governance,use_for_splitter,matched calibrated ESG heading pattern,,589
GAP 2021,GAP,2021,HUMAN RIGHTS ENGAGEMENT IN OUR SUPPLY CHAIN,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,591
GAP 2021,GAP,2021,COMMUNICATING WITH WORKERS,supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,593
GAP 2021,GAP,2021,PUBLIC POLICY INVOLVEMENT,governance,use_for_splitter,matched calibrated ESG heading pattern,,594
GAP 2021,GAP,2021,DESIGN AND DEVELOPMENT,,manual_review,not matched to canonical ESG code; review before adding pattern,,595
GAP 2021,GAP,2021,RAW MATERIALS AND PROCESSING (TIER 3 SUPPLIERS),environmental,use_for_splitter,matched calibrated ESG heading pattern,,596
GAP 2021,GAP,2021,CONSUMER USE AND CIRCULARITY,waste,use_for_splitter,matched calibrated ESG heading pattern,,598
GAP 2021,GAP,2021,RETAIL STORES,,manual_review,not matched to canonical ESG code; review before adding pattern,,599
GAP 2021,GAP,2021,TEXTILE MANUFACTURING (TIER 2 SUPPLIERS),supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,600
GAP 2021,GAP,2021,PRODUCT AND FINISHING (TIER 1 SUPPLIERS),supply_chain_ethics,use_for_splitter,matched calibrated ESG heading pattern,,602
GAP 2021,GAP,2021,LOGISTICS AND DISTRIBUTION,,manual_review,not matched to canonical ESG code; review before adding pattern,,604
GAP 2021,GAP,2021,ESG APPENDIX AND FORWARD- LOOKING STATEMENTS,appendix,use_for_splitter,matched calibrated ESG heading pattern,,605
GAP 2021,GAP,2021,MATERIALITY,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,607
GAP 2021,GAP,2021,ESG FRAMEWORKS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,608
GAP 2021,GAP,2021,CAUTIONARY NOTE ON FORWARD-LOOKING STATEMENTS,,manual_review,not matched to canonical ESG code; review before adding pattern,,609
GAP 2021,GAP,2021,Sustainability Accounting Standards Board (SASB),about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,610
GAP 2021,GAP,2021,GAP INC. 2021 GRI INDEX – 2016 UNIVERSAL STANDARDS,appendix,use_for_splitter,matched calibrated ESG heading pattern,,614
GAP 2021,GAP,2021,GENERAL DISCLOSURES,governance,use_for_splitter,matched calibrated ESG heading pattern,,616
GAP 2021,GAP,2021,ENVIRONMENTAL,environmental,use_for_splitter,matched calibrated ESG heading pattern,,617
GAP 2021,GAP,2021,SUSTAINABILITY ACCOUNTING STANDARDS BOARD (SASB) INDEX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,618
GAP 2021,GAP,2021,TASK FORCE ON CLIMATE-RELATED FINANCIAL DISCLOSURES (TCFD) INDEX,appendix,use_for_splitter,matched calibrated ESG heading pattern,,620
GAP 2023,GAP,2023,ABOUT GAP INC.,,manual_review,not matched to canonical ESG code; review before adding pattern,,623
GAP 2023,GAP,2023,ABOUT THIS REPORT,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,624
GAP 2023,GAP,2023,OUR COMMITMENT TO ESG: CEO MESSAGE,ceo_letter,use_for_splitter,matched calibrated ESG heading pattern,,625
GAP 2023,GAP,2023,OUR VALUE CREATION MODEL,about_this_report,use_for_splitter,matched calibrated ESG heading pattern,,627
GAP 2023,GAP,2023,OUR PRODUCT LIFE CYCLE,environmental,use_for_splitter,matched calibrated ESG heading pattern,,629
GAP 2023,GAP,2023,ESG THROUGH THE YEARS,,manual_review,not matched to canonical ESG code; review before adding pattern,,630
GAP 2023,GAP,2023,2023 HIGHLIGHTS,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,631
GAP 2023,GAP,2023,OUR ESG APPROACH,,skip_generic_subheader,generic repeated subheader; keep inside parent ESG section,,632
